instance_id,description,init,get_agent_result,get_ground_truth,ground_truth,comparison_method
7_bootstrap.json_42,"As a student, you need to determine the total occupied storage space by all the `.txt` files in a given directory to understand how much storage the text files are consuming. You will be given a directory named ""files_directory"" with several files of various extensions. Your task is to calculate the total size in kilobytes (KB) of all `.txt` files in the ""files_directory"" directory and return the result as an integer.","#!/bin/bash
mkdir -p ~/files_directory
echo 'Hello, world!' > ~/files_directory/file1.txt
echo 'This is a test' > ~/files_directory/file2.txt
echo -e '1\n2\n3\n4' > ~/files_directory/file3.txt
echo 'Linux operating system' > ~/files_directory/file4.txt
echo 'Sample files' > ~/files_directory/file5.txt
touch ~/files_directory/file6.html
touch ~/files_directory/file7.xml
touch ~/files_directory/file8.jpg",,"#!/bin/bash
find ~/files_directory -iname '*.txt' -exec du -ckB1 {} + | grep 'total' | cut -f1",,check/integer-match.py
7_bootstrap.json_43,"You need to calculate the number of files and directories in the current user's home directory (excluding hidden files and directories) and multiply that by the number of non-empty text files (*.txt) within the current user's home directory.

Note: You can assume that there are only ASCII characters in text files (*.txt).
","#!/bin/bash

cd ~
mkdir -p ""test""
touch ""example1.txt"" ""example2.txt"" ""example3.txt""
echo ""abc"" > ""example1.txt""
echo ""def"" > ""example3.txt""",,"#!/bin/bash

cd ~
num_files_dirs=$(ls -l | grep -v '^d\|^\.' | wc -l)
num_non_empty_txt_files=$(find . -maxdepth 1 -name ""*.txt"" -type f -size +1c -printf '.' | wc -c)

result=$((num_files_dirs * num_non_empty_txt_files))
echo $result",,check/integer-match.py
7_bootstrap.json_44,"As a student, you have been given the task of finding the total number of lines, within a specified set of text files, that contain a specific word. You will write a script using Linux (Ubuntu) shell commands to achieve this task. The specific word and the text files will be provided through an initialization script.

The word to search is in the search-word.txt. All need to be searched files is '.txt' suffix.","#!/bin/bash

# Create three text files with some sample content
echo ""This is a test file.
Linux is an open-source operating system.
Ubuntu Linux is widely used."" > file1.txt

echo ""The world is beautiful.
Linux operating system is efficient.
Let's learn more about Ubuntu Linux."" > file2.txt

echo ""Ubuntu is based on Debian Linux.
We love the Linux operating system.
Have fun learning Linux."" > file3.txt

# Specify the word to search
echo ""Linux"" > search-word.txt",,"#!/bin/bash

# Read the word to search from the file
search_word=$(cat search-word.txt)

# Use grep to search for the word in the files,
# count occurrences in each file,
# sum the occurrences using awk
# and display the result.

grep -c ""$search_word"" file{1..3}.txt | awk -F: '{sum += $2} END {print sum}'",,check/integer-match.py
7_bootstrap.json_45,"As a student, you are requested to find out the total number of lines containing a specific word in all the "".txt"" files within a given directory. You will be given the word ""Linux"" and a directory named ""files-dir"" containing some "".txt"" files with random content. The output should be a single integer representing the total count of lines containing the word ""Linux"" in all the "".txt"" files.","#!/bin/bash
mkdir -p files-dir
echo ""This is a Linux operating system."" > files-dir/file1.txt
echo ""I like Linux a lot!"" >> files-dir/file1.txt
echo ""Hello, world!"" > files-dir/file2.txt
echo ""Linux is my favorite operating system."" > files-dir/file3.txt
echo ""Linux is fun!"" > files-dir/file4.txt
echo ""I am using Ubuntu, which is based on Linux."" >> files-dir/file4.txt",,"#!/bin/bash
find files-dir -name ""*.txt"" -exec grep -c 'Linux' {} \; | awk '{sum += $1} END {print sum}'",,check/integer-match.py
7_bootstrap.json_46,"The objective of this problem is to calculate the total number of occurrences of a specific word in the files inside a given directory. You will need to navigate through the Linux operating system, use shell commands and produce a single integer as output.

Here is the detailed question description:

1. You are given a directory named ""assignment"" in your home directory (`~/assignment/`).
2. Inside the ""assignment"" directory, there are multiple files - both text and non-text.
3. Your task is to find the total number of occurrences of the word ""Linux"" (case insensitive) in all the text files within this directory.","mkdir -p ~/assignment
echo ""This is a file about Linux."" > ~/assignment/file1.txt
echo ""Linux is an open-source operating system."" >> ~/assignment/file1.txt
echo ""Many developers use Linux for their work."" > ~/assignment/file2.txt
touch ~/assignment/some_binary_file.bin
echo ""Linux can be configured to meet diverse requirements."" > ~/assignment/file3.txt",,"#!/bin/bash

cd ~/assignment
total_count=0

for file in *.txt; do
    count=$(grep -io ""Linux"" ""$file"" | wc -l)
    total_count=$((total_count + count))
done

echo $total_count",,check/integer-match.py
7_bootstrap.json_47,"You are required to solve the following problem related to the Linux operating system. You need to calculate the total size (in bytes) of all the files with extension "".txt"" inside the ""example"" directory and its subdirectories. The answer should be an integer representing the sum of the sizes of all .txt files.","#!/bin/bash

mkdir -p example/sub1/subsub1
mkdir -p example/sub2

echo ""Hello, this is a test file!"" > example/sub1/test1.txt
echo ""Another test file with some text."" > example/sub1/subsub1/test2.txt
echo ""One more test file here!"" > example/sub1/subsub1/test3.txt
echo ""Final test file for you."" > example/sub2/test4.txt",,"# Find all .txt files and calculate their size in bytes, then sum the sizes
find example/ -iname ""*.txt"" -exec du -b {} \; | awk '{s+=$1} END {print s}'",,check/integer-match.py
7_bootstrap.json_48,"As a student, you are to find the total number of lines in all the "".txt"" files that contains the word ""Linux"" in a specific directory (called ""experiment"") and its subdirectories. Create this directory with some "".txt"" files, and ensure that some of the files contain the word ""Linux"". Your final output should be the integer representing the total number of lines containing ""Linux"" in all .txt files.","#!/bin/bash

mkdir -p experiment/sub1
mkdir -p experiment/sub2

echo -e ""Ubuntu\nLinux\nArch Linux\nFedora"" > experiment/sub1/file1.txt
echo -e ""Debian\nLinux Mint"" > experiment/sub1/file2.txt
echo -e ""Elementary OS\nLinux\nKali Linux"" > experiment/sub2/file3.txt
echo -e ""CentOS\nRed Hat\nPop!_OS"" > experiment/sub2/file4.txt",,"#!/bin/bash
find experiment -type f -name ""*.txt"" -exec grep -c ""Linux"" {} \; | awk '{sum+=$1} END {print sum}'",,check/integer-match.py
7_bootstrap.json_49,"In this problem, you will write a bash script that reads a text file containing a list of file names, one name per line. The text file will be placed in a newly created directory. The script should fetch the total number of lines containing a specified file extension (e.g., "".txt""). You may assume that file names are alphanumeric, and the file extension will have a period followed by 3 lowercase letters.


The given directory is `./files_list`
","mkdir files_list
touch files_list/file_names.txt
echo ""file1.txt"" > files_list/file_names.txt
echo ""file2.log"" >> files_list/file_names.txt
echo ""file3.txt"" >> files_list/file_names.txt
echo ""file4.pdf"" >> files_list/file_names.txt
echo ""file5.txt"" >> files_list/file_names.txt",,"grep ""\.txt"" files_list/file_names.txt | wc -l",,check/integer-match.py
7_bootstrap.json_50,"As a student, you are given a directory with multiple subdirectories. Each subdirectory contains a variable number of files. You are asked to find out the total number of files in all these subdirectories. To make it more interesting, you need to accomplish this by utilizing Linux commands in a shell script.

The given directory is `./test_directory`","#!/bin/bash
# Initialize directory structure
mkdir -p test_directory/subdirectory_{1..5}
# Create sample files
for i in {1..5}; do
  touch test_directory/subdirectory_$i/file_{1..$i}.txt
done",,"#!/bin/bash
# Run the find command to locate files and pipe the output to wc -l command to count the files
find test_directory -type f | wc -l",,check/integer-match.py
7_bootstrap.json_51,"As a student, you are required to find the total amount of the specific file types in a given directory and subdirectories. You need to calculate the sum of the total file sizes (in bytes) for each of the following file extensions: '.txt', '.jpg', and '.png'. You'll be using the Linux operating system to accomplish these tasks.

For this, you'll perform the following steps:

1. Traverse all the files in the given directory and its subdirectories.
2. Calculate the total file sizes (in bytes) for each of the mentioned three file types.
3. Your output should be an integer, which is the sum of the total bytes for the files with '.txt', '.jpg', and '.png' extensions.

The given directory is `./problem_folder`","#!/bin/bash
mkdir -p problem_folder/sub_dir1/sub_sub_dir1
mkdir -p problem_folder/sub_dir1/sub_sub_dir2
mkdir -p problem_folder/sub_dir2
echo ""Hello, World!"" > problem_folder/file1.txt
echo ""Some text"" > problem_folder/sub_dir1/file2.txt
echo ""Other text"" > problem_folder/sub_dir1/sub_sub_dir1/file3.txt
sleep 0.1
touch problem_folder/sub_dir1/sub_sub_dir1/image1.jpg
touch problem_folder/sub_dir1/sub_sub_dir1/image2.png
touch problem_folder/sub_dir1/sub_sub_dir2/image3.jpg
touch problem_folder/sub_dir1/sub_sub_dir2/image4.jpg
touch problem_folder/sub_dir2/image5.png",,"#!/bin/bash

find problem_folder/ -type f \( \
    -iname '*.txt' -o \
    -iname '*.jpg' -o \
    -iname '*.png' \
\) -exec stat -c""%s"" {} \; | awk '{sum += $1} END {print sum}'
",,check/integer-match.py
7_bootstrap.json_52,"As a student, you are asked to create a directory structure under your home directory and determine the total number of created directories as your answer. The created directory structure is outlined as follows:

1. Create a main directory named ""StudentFiles"" in your home directory.
2. Inside ""StudentFiles,"" create three sub-directories named ""ClassA"", ""ClassB"", and ""ClassC"".
3. In each of the sub-directories, create three more sub-directories named ""Project1"", ""Project2"", and ""Project3"".

Submit your answer as the total number of directories created, including the main directory.","#!/bin/bash
HOME_DIR=~

# Remove existing directory if it exists
rm -rf ""${HOME_DIR}/StudentFiles""

# Create main directory in the home directory
mkdir ""${HOME_DIR}/StudentFiles""",,"#!/bin/bash
# Create the directory structure
mkdir -p ~/StudentFiles/Class{A,B,C}/{Project1,Project2,Project3}

# Count the number of directories created (including main StudentFiles directory)
find ~/StudentFiles -type d | wc -l",,check/integer-match.py
7_bootstrap.json_53,"As a student, you are given a directory named `log_files` containing log files from multiple servers. The log files are named as ""server1.log"", ""server2.log"", etc. Each log file contains a list of errors observed on that server.

The error messages have a specific format: a timestamp followed by an error code and error message, separated by colons. For example:

```
2022-02-28T10:30:23Z:ERR0001:Permission denied.
2022-02-28T10:31:42Z:ERR0003:Failed to connect to the database.
```

Your task is to calculate the total number of errors with the error code 'ERR0003' found in all log files present in the `log_files` directory.

The answer must be an integer representing the total count of the 'ERR0003' error code in all log files.","#!/bin/bash
mkdir log_files

echo ""2022-02-28T10:30:23Z:ERR0001:Permission denied."" > log_files/server1.log
echo ""2022-02-28T10:31:42Z:ERR0003:Failed to connect to the database."" >> log_files/server1.log

echo ""2022-02-28T10:40:12Z:ERR0002:Invalid input."" > log_files/server2.log
echo ""2022-02-28T10:45:19Z:ERR0003:Failed to connect to the database."" >> log_files/server2.log
echo ""2022-02-28T10:50:28Z:ERR0003:Failed to connect to the database."" >> log_files/server2.log",,"grep -r ""ERR0003"" log_files | wc -l",,check/integer-match.py
7_bootstrap.json_54,"As a student, you are given a directory containing multiple subdirectories. Each subdirectory contains an unknown number of text files. Your task is to find out the total number of lines across all the text files in all the subdirectories. To achieve this, you will have to write a Linux command that will output this total number of lines.


The given directory is `/tmp/experiment`","#!/bin/bash
mkdir -p /tmp/experiment/{dir1,dir2,dir3}
echo ""Hello, world!"" > /tmp/experiment/dir1/file1.txt
echo ""Line 1"" > /tmp/experiment/dir1/file2.txt
echo ""Line 2"" >> /tmp/experiment/dir1/file2.txt
echo ""First line"" > /tmp/experiment/dir2/file3.txt
echo ""Second line"" >> /tmp/experiment/dir2/file3.txt
echo ""Third line"" >> /tmp/experiment/dir2/file3.txt
echo ""Greetings"" > /tmp/experiment/dir3/file4.txt",,"find /tmp/experiment/ -type f -name ""*.txt"" -exec wc -l {} + | awk '{ total += $1 } END { print total }'",,check/integer-match.py
7_bootstrap.json_55,"As a student learning Linux operating systems, you are tasked to create a simple directory structure with given rules and then count the total number of directories created.

Using the command line in your Ubuntu operating system, follow these steps:

1. Create a parent directory named 'parentDir'.
2. Inside 'parentDir', create 3 directories named 'level1_A', 'level1_B', and 'level1_C'.
3. Inside each of the level 1 directories, create 2 subdirectories named 'level2_1' and 'level2_2'.
4. Once the directory structure is created, find and submit the total count of directories created (including the parent directory).",,,"# Create directories
mkdir -p parentDir/level1_{A,B,C}/{level2_1,level2_2}

# Navigate into the parent directory
cd parentDir

# Count the total number of directories
find . -type d | wc -l",,check/integer-match.py
7_bootstrap.json_56,"As a Linux student, you are tasked to count the total number of characters, words, lines, and folders in a specific directory. The directory will contain various subdirectories, and you are required to go through every subdirectory to count all the text files' characters, words, lines, and total folders.

You need to use shell commands to get the results efficiently. You are required to provide a single integer, which represents the computed total as follows:

Total = characters + words + lines + folders

Keep in mind that you only need to count text files (files with the .txt extension).

The given directory is `./test_directory`","#!/bin/bash
mkdir -p test_directory/subdir{1..3}
echo ""This is a sample text"" > test_directory/subdir1/sample1.txt
echo ""Another sample text"" > test_directory/subdir2/sample2.txt
echo ""Yet another sample text"" > test_directory/subdir3/sample3.txt",,"#!/bin/bash
cd test_directory
characters=$(find . -name ""*.txt"" -exec wc -m {} + | awk '{s+=$1} END {print s}')
words=$(find . -name ""*.txt"" -exec wc -w {} + | awk '{s+=$1} END {print s}')
lines=$(find . -name ""*.txt"" -exec wc -l {} + | awk '{s+=$1} END {print s}')
folders=$(find . -type d | wc -l)

total=$((characters + words + lines + folders))
echo $total",,check/integer-match.py
7_bootstrap.json_57,"As an expert in the Linux operating system, you have been given a directory with multiple subdirectories and files of various types and sizes. Your task is to calculate the total size of all files within the main directory and its subdirectories that have a "".txt"" extension. The answer should be in bytes. You must submit a single integer value as the answer.

You will be provided with a test environment. The following items should be noted:

1. The subdirectories do not have a specific depth and may contain more nested subdirectories.
2. Some file and directory names might have spaces.
3. You should consider only regular files (not symbolic links, devices, or other special files).

The given directory is `./test_environment`","#!/bin/bash

# Create test directory structure
mkdir -p test_environment/dir1/dir1-1
mkdir -p test_environment/dir1/dir2-1
mkdir -p test_environment/dir2

# Create test files
touch test_environment/file1.txt
truncate -s 10 test_environment/file1.txt

touch test_environment/file2.txt
truncate -s 20 test_environment/file2.txt

touch test_environment/dir1/dir1-1/file3.txt
truncate -s 30 test_environment/dir1/dir1-1/file3.txt

touch test_environment/dir1/dir2-1/file4.txt
truncate -s 40 test_environment/dir1/dir2-1/file4.txt

# Initialize student's working directory
cp -r test_environment student_directory

# Go to student's working directory
cd student_directory",,"#!/bin/bash

# Find and sum the size of all "".txt"" files
find . -type f -iname ""*.txt"" -exec stat -c ""%s"" {} \; | awk '{sum += $1} END {print sum}'",,check/integer-match.py
7_bootstrap.json_58,"As a student, you need to find out the total number of unique file types (based on their extensions) in a given directory and its subdirectories in your Linux (ubuntu) operating system. The answer should be an integer representing the total count of unique file types.

Please note:

1. Only consider files with extensions and ignore files without extensions.
2. File extensions are case-insensitive (e.g., .txt and .TXT are the same type).
3. Do not include directories in the count.

The given directory is `./problem_directory`","#!/bin/bash
mkdir -p problem_directory/subdir1/subdir2
mkdir -p problem_directory/subdir3
touch problem_directory/file1.txt
touch problem_directory/subdir1/file2.TXT
touch problem_directory/subdir1/file3.pdf
touch problem_directory/subdir1/subdir2/file4.PDF
touch problem_directory/subdir1/subdir2/file5.doc
touch problem_directory/subdir3/file6.docx
touch problem_directory/subdir3/file7_no_extension
cd problem_directory",,"#!/bin/bash
find problem_directory -type f | grep -Eo '\.\w+$' | tr '[:upper:]' '[:lower:]' | sort | uniq | wc -l",,check/integer-match.py
7_bootstrap.json_59,"You are given a Linux (Ubuntu) operating system. Your task is to find the total number of subdirectories present in the `/usr` directory and its immediate child directories (i.e., up to one level deep). The output should be a single integer representing this count.",,,"#!/bin/bash
find /usr -maxdepth 2 -type d | wc -l",,check/integer-match.py
7_bootstrap.json_60,"As a Linux user, you are required to find the total number of lines that contain a specific word or string across multiple files in a given directory (excluding subdirectories). You will use the word ""linux"" to search within the files. Your answer should be provided as an integer count of the number of lines containing the target word.

The given directory is `./problem_directory`","#!/bin/bash

mkdir -p problem_directory
cd problem_directory

echo ""This is a file with the word linux in it."" > file1.txt
echo ""Another line with the word linux."" >> file1.txt

echo ""This is another file that has linux in its content."" > file2.txt
echo ""Yet another line mentioning linux."" >> file2.txt

echo ""This file has nothing to do with linux."" > file3.txt

cd ..",,"find ./problem_directory -maxdepth 1 -type f -name ""*.txt"" | xargs grep -c ""linux"" | awk '{sum += $1} END {print sum}'",,check/integer-match.py
7_bootstrap.json_61,"You are given a directory named ""files"" containing a variable number of text files. Each text file contains a single line of comma-separated integers. Your task is to compute the sum of all integers in each file, and then find the highest sum among all the files in the directory.

You will find a directory named ""files"" containing multiple text files in your current directory.

Your job is to interact with the shell to calculate the sum of integers in each file and find the highest sum. When you think you have an answer, submit the highest sum as an integer.","#!/bin/bash
mkdir files
touch files/file1.txt files/file2.txt files/file3.txt
echo ""5,10,15,20"" > files/file1.txt
echo ""2,4,6,8"" > files/file2.txt
echo ""10,20,30,40"" > files/file3.txt",,"#!/bin/bash
cd files
max_sum=0
for file in *
do
  sum=$(awk -F ',' '{for (i=1; i<=NF; ++i) total+=$i} END {print total}' $file)
  if [ $sum -gt $max_sum ]
  then
    max_sum=$sum
  fi
done

echo $max_sum",,check/integer-match.py
7_bootstrap.json_62,"As a student, your task is to find the total number of non-empty directories inside the '/etc' directory. Your goal is to return that number as an integer.

Please follow these steps to find the answer:

1. List all items in the '/etc' directory.
2. Identify each item as a file or directory.
3. Discard any files and focus only on the directories.
4. Make sure to exclude empty directories from your count.
5. Count the remaining non-empty directories, and return the sum as an integer.",,,"# The example script returns the total number of non-empty directories in the ""/etc"" directory.

find /etc -mindepth 1 -maxdepth 1 -type d -not -empty | wc -l",,check/integer-match.py
7_bootstrap.json_63,"As a Linux system administrator, you are tasked with demonstrating your ability to iterate through directories and calculate the total number of files of a specific type.

Assuming you are given a specific file extension (e.g., "".txt""), count the total number of files with that extension under the ""/home/user/documents"" directory and all its subdirectories. Note that the ""/home/user/documents"" directory could be arbitrarily nested with subdirectories containing no limit to the number of files or other directories.

The output should be a single integer (the total count of files with the given extension).","#!/bin/bash

# Create directory structure and files for testing purposes
mkdir -p /home/user/documents/sub1/sub1_1
mkdir -p /home/user/documents/sub1/sub1_2
mkdir -p /home/user/documents/sub2/sub2_1
touch /home/user/documents/file1.txt
touch /home/user/documents/sub1/file2.txt
touch /home/user/documents/sub1/sub1_1/file3.txt
touch /home/user/documents/sub1/sub1_1/file4.txt
touch /home/user/documents/sub1/sub1_2/file5.doc
touch /home/user/documents/sub1/sub1_2/file6.txt
touch /home/user/documents/sub2/sub2_1/file7.txt
touch /home/user/documents/sub2/sub2_1/file8.pdf",,"find /home/user/documents -type f -iname ""*.txt"" | wc -l",,check/integer-match.py
7_bootstrap.json_64,"As a student, you are required to calculate the total number of lines in all the '.txt' files in a given directory and its sub-directories. You need to ensure you only count '.txt' files and ignore any other file types or directories. Once you have the answer, submit your result as an integer.

The given directory is `~/txt_problem`","#!/bin/bash

mkdir -p ~/txt_problem
cd ~/txt_problem
echo -e ""1\n2\n3"" > file1.txt
echo -e ""4\n5"" > file2.txt
mkdir sub_directory
cd sub_directory
echo -e ""6\n7\n8\n9"" > sub_file1.txt
echo -e ""10"" > sub_file2.txt",,"#!/bin/bash

cd ~/txt_problem
find . -type f -name ""*.txt"" -exec wc -l {} + | awk '{total += $1} END{print total}'",,check/integer-match.py
7_bootstrap.json_65,"As a student, you will explore and analyze the Linux (Ubuntu) operating system's file system. Your goal is to write a bash script that counts the number of files and directories in a given path, ignoring hidden files and directories. After counting, return the sum of file and directory counts as an integer.

The given directory is `~/linux_problem`","#!/bin/bash

# Create sample directory structure and files
mkdir -p ~/linux_problem/sample_dir/{dir1,dir2,"".hidden""}
touch ~/linux_problem/sample_dir/{file1,file2,dir1/file3,dir2/file4,"".hiddenfile""}",,"#!/bin/bash

# Change to sample directory
cd ~/linux_problem/sample_dir

# Count the number of non-hidden files
FILE_COUNT=$(find . -type f | grep -v '/\.' | wc -l)

# Count the number of non-hidden directories
DIR_COUNT=$(find . -type d | grep -v '/\.' | sed '1d' | wc -l)

# Sum the counts and print the result
SUM=$((FILE_COUNT + DIR_COUNT))
echo $SUM",,check/integer-match.py
7_bootstrap.json_66,"As a student, your goal is to find the total number of occurrences of a given word within a set of text files in different directories. You are provided with a directory containing multiple text files, as well as subdirectories containing text files. The word to be searched is ""Linux"". Your answer should be the total number of occurrences of the word ""Linux"" across all the text files in the entire directory structure (including subdirectories). Make sure you only count exact matches and that the word is treated as case-sensitive.

The given directory is `./problem_directory`","#!/bin/bash

mkdir -p problem_directory/subdirectory1
mkdir -p problem_directory/subdirectory2

echo ""Welcome to this Linux course!"" > problem_directory/file1.txt
echo ""We're going to learn about the Linux operating system today."" > problem_directory/file2.txt
echo ""Linux is a great alternative to other operating systems."" > problem_directory/subdirectory1/file3.txt
echo ""Ubuntu is a popular distribution of Linux."" > problem_directory/subdirectory1/file4.txt
echo ""With Linux, you can take control of your computer."" > problem_directory/subdirectory2/file5.txt
echo ""Linux is used for servers, desktops, and more."" > problem_directory/subdirectory2/file6.txt",,"find problem_directory -type f -name ""*.txt"" -exec grep -o -w ""Linux"" {} + | wc -l",,check/integer-match.py
7_bootstrap.json_67,"As a Linux (Ubuntu) user, your task is to create a script that counts the total storage used by all regular files within the ""/var/log"" directory, in kilobytes. Your output should be an integer representing the total storage used by all these files in kilobytes.",,,"#!/bin/bash
find /var/log -type f -exec du -k {} + | awk '{sum += $1} END {print sum}'",,check/integer-match.py
7_bootstrap.json_68,"As a Linux student, you are tasked with calculating the total size of all `.txt` files within a specified directory and its subdirectories. The answer should be in kilobytes (KB) and rounded down to the nearest integer value. Assume that all directories and files have read permissions.

The given directory is `./test_directory`","mkdir -p test_directory/subdir1
mkdir -p test_directory/subdir2
echo ""Example file 1"" > test_directory/file1.txt
echo ""Example file 2"" > test_directory/subdir1/file2.txt
echo ""Example file 3"" > test_directory/subdir2/file3.txt",,"find test_directory -type f -name ""*.txt"" -exec stat -c%s '{}' \; | awk '{total += $1} END {print int(total/1024)}'",,check/integer-match.py
7_bootstrap.json_69,"In this problem, you are required to find the total number of files and directories in a given directory and its subdirectories. The given directory will be initialized by the provided script and will contain a mixture of files and directories (including hidden files and directories). Your task is to write a bash script that prints the total count of all files and directories present inside the given directory, including its subdirectories.

The given directory is `~/testDir`","#!/bin/bash

# Initialize a directory named ""testDir"" in the user's home directory (~)
mkdir -p ~/testDir

# Create a few subdirectories and files, including hidden ones
mkdir -p ~/testDir/subDir1
mkdir -p ~/testDir/subDir2
mkdir -p ~/testDir/subDir2/subSubDir1
mkdir -p ~/testDir/.hiddenDir

touch ~/testDir/file1.txt
touch ~/testDir/subDir1/file2.txt
touch ~/testDir/subDir2/file3.txt
touch ~/testDir/subDir2/file4.txt
touch ~/testDir/subDir2/subSubDir1/file5.txt
touch ~/testDir/.hiddenFile
touch ~/testDir/subDir1/.hiddenFile2
",,"# Count the total number of files and directories in ~/testDir and its subdirectories
find ~/testDir -type f -o -type d | wc -l",,check/integer-match.py
7_bootstrap.json_70,"As a Linux system administrator, you are required to find out the total number of files within a given directory including all its subdirectories. The directory structure will be provided in the initialization bash script. You need to write a bash script that counts the total number of files and returns the answer as an integer.

The given directory is `./main_directory`","#!/bin/bash

# Create a main directory
mkdir -p main_directory

# Create subdirectories and files
mkdir -p main_directory/subdir1
touch main_directory/subdir1/file1
touch main_directory/subdir1/file2

mkdir -p main_directory/subdir2
touch main_directory/subdir2/file3
touch main_directory/subdir2/file4

mkdir -p main_directory/subdir1/subsubdir
touch main_directory/subdir1/subsubdir/file5",,find main_directory -type f | wc -l,,check/integer-match.py
7_bootstrap.json_71,"As a student, you are tasked to calculate the total size of files with a specific extension in a given directory and its subdirectories. You need to find the sum of these file sizes in bytes. The files extension and the directory path will be provided to you as input.

Note: You should only consider regular files, not symbolic links.

Find the total size of all .txt files in the /tmp/my-task/test-dir directory","# Create a temporary directory with some files to test
mkdir -p /tmp/my-task/test-dir/sub-dir
echo ""Sample text content."" > /tmp/my-task/test-dir/file1.txt
echo ""Another sample text content."" > /tmp/my-task/test-dir/sub-dir/file2.txt
echo ""Yet another sample text content."" > /tmp/my-task/test-dir/sub-dir/file3.txt
cd /tmp",,"# Find the total size of all .txt files in the /tmp/my-task/test-dir directory
find /tmp/my-task/test-dir -type f -name ""*.txt"" -exec stat -c%s {} \; | awk '{sum += $1} END {print sum}'",,check/integer-match.py
7_bootstrap.json_72,"As a student, you are required to calculate the total size of all regular files within a specific directory, in bytes. The directory will be created by the initialization script and it will contain several files and subdirectories; however, you should only consider regular files present in the main directory, and ignore files inside subdirectories.

Create a bash script to calculate the sum of sizes of the regular files in the given directory, 'sample_directory'. The script should output a single integer representing the total size.","#!/bin/bash

# Create the environment
mkdir -p sample_directory/sub_directory
echo ""This is a file with some data."" > sample_directory/file1.txt
echo ""This is another file with data."" > sample_directory/file2.txt
echo ""A third file contains even more data."" > sample_directory/file3.txt

# Add files to subdirectory
echo ""This file is inside the subdirectory and should be ignored."" > sample_directory/sub_directory/ignore.txt
echo ""This file is also inside the subdirectory and should be ignored."" > sample_directory/sub_directory/extra.txt
chmod -R 755 sample_directory",,"#!/bin/bash

find sample_directory -maxdepth 1 -type f -exec stat --format=""%s"" {} \; | awk '{s+=$1} END {print s}'",,check/integer-match.py
7_bootstrap.json_73,"In this task, you are required to calculate the total number of lines of code (LOC) written in Python (.py) files in a given directory and its subdirectories. The directory will be provided through the initialization script and will contain several Python files and subdirectories with Python files. Note that the directory and file structure may change with each new experiment. Your task is to interact with the Linux shell and find the total LOC in all Python files within the directory and its subdirectories.

The given directory is `./codebase`","#!/bin/bash

# Create a directory called ""codebase"" and change to it
mkdir codebase && cd codebase

# Create subdirectories with different Python files
mkdir -p projectA/module && mkdir -p projectB/module && mkdir -p projectC/module

# Create some Python files with different lines of code
echo ""print('Hello World')"" > script1.py
echo ""def main():\n    print('This is Project A')"" > projectA/main.py
echo ""import os\n\nprint(os.getcwd())\nprint('Inside projectB')"" > projectB/module/moduleB.py
echo ""import math\n\ndef sqr(x):\n    return math.sqrt(x)\n\nprint(sqr(9))"" > projectC/module/moduleC.py

# Change back to the parent directory
cd ..",,"find codebase -iname ""*.py"" -exec wc -l {} \; | awk '{ sum += $1 } END { print sum }'",,check/integer-match.py
7_bootstrap.json_74,"As a student, your task is to determine the total number of files and directories under the `/etc` directory in your Linux operating system (Ubuntu). Your answer should be a single integer, representing the sum of the total number of files and directories.

Note: Do *not* include the `/etc` directory itself in your count. Only count the files and directories directly under the `/etc` directory.",,,find /etc -maxdepth 1 -mindepth 1 -type f -o -type d | wc -l,,check/integer-match.py
7_bootstrap.json_75,"As a student, you are asked to create a simple system analytics tool that will demonstrate your knowledge of the Linux operating system. You are to find the sum of the total number of processes and the number of logged-in users on the system. The answer must be an integer.

To help you achieve this, you can start by identifying the number of processes currently running on the system, and then find the number of users currently logged into the system. Following that, add the two numbers to get the final result.",,,"#!/bin/bash

# Count all running processes
process_count=$(ps -e | wc -l)

# Count all logged-in users
logged_in_users=$(who | wc -l)

# Add the process count and the logged-in users count
total_count=$((process_count + logged_in_users))

# Output the total count
echo $total_count",,check/integer-match.py
7_bootstrap.json_76,"You have just joined a Linux system administration team, and one of the tasks assigned to you is to analyze and store log files generated by various applications. You should do the following:

1. The given directory is `./log_files`
2. Count the total number of lines across all log files and output the result
","#!/bin/bash

# Create the ""log_files"" directory
mkdir -p log_files

# Fill each log file with 5-10 random log lines
for i in {1..10}; do
  log_file=""log_files/log${i}.log""
  touch $log_file

  # Generate a random number of log lines (5-10)
  num_lines=$(( RANDOM % 6 + 5 ))

  j=0
  while [ $j -lt $num_lines ]; do
    # Generate random timestamp within a fixed range
    TIMESTAMP=$(date -d ""$((RANDOM % 1 + 1970))-$((RANDOM % 12 + 1))-$((RANDOM % 28 + 1)) $((RANDOM % 24)):$((RANDOM % 60)):$((RANDOM % 60))""  '+%Y-%m-%d %H:%M:%S' 2>/dev/null)

    # Add log line
    echo ""$TIMESTAMP Log message $j"" >> $log_file
    j=$((j+1))
  done
done",,"#!/bin/bash

# Count the total number of lines across all log files and output the result
find log_files -name '*.log' -exec wc -l {} \; | awk '{ total += $1 } END {print total}'",,check/integer-match.py
